keywords (sub-indicators),Social Determinant Category,Primary Determinant Analyzed,Secondary Determinant Analyzed 1,Secondary Determinant Analyzed 2,Secondary Determinant Analyzed 3,Title,Year Published,Source,Primary Author,Number of Authors,Associated Research Institution,Author Total Works Count,Research Type,Topic ,Subfield,Field,Domain,Aligned SDG ,Research Locations,Cites,Cited By,Research Method,Research Method Population Scale ,Harm Magnitude,Harm Population Impact ,ID,Cluster
,"Neighborhood & Physical Environment	",Parks,Employment,Support Systems,,"Residential segregation, discrimination, and African-American theater entry during Jim Crow",2018,Journal of urban economics,Ricard Gil,2,Queen's University,141,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",https://doi.org/10.1016/j.jue.2018.09.004,44,8,Case Study,Large,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,88,Cluster_1
,"Neighborhood & Physical Environment	",Parks,Support,Stress,,Discrimination in Metropolitan Housing Markets Phase II: Asians and Pacific Islanders,2003,RePEc: Research Papers in Economics,Margery Austin Turner,2,Urban Institute,103,preprint,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,http://digitalcommons.uconn.edu/cgi/viewcontent.cgi?article=1213&context=econ_wpapers,4,21,Survey ,Medium,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,92,Cluster_1
,"Neighborhood & Physical Environment	",Parks,Debt,Exposure to Violence / Trauma,,Still the Linchpin: Segregation and Stratification in the USA,2020,Race and social problems,Douglas S. Massey,1,Princeton University,551,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,No poverty,https://doi.org/10.1007/s12552-019-09280-1,55,56,Survey ,Small ,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,95,Cluster_1
,"Neighborhood & Physical Environment	",Playgrounds,Expenses,Community Engagement,,Discrimination experiences and mental health outcomes among African American homeless smokers,2024,Journal of social distress and the homeless,Alexandria Jones‐Patten,4,Columbia University,12,article,Impact of Homelessness on Health and Well-being,General Health Professions,Health Professions,Health Sciences,Gender equality,https://doi.org/10.1080/10530789.2024.2310949,58,1,Focus Group,Small ,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,81,Cluster_1
,"Neighborhood & Physical Environment	",Playgrounds,Education,Stress,,A Case Study of Mortgage Refinancing Discrimination: African American Intergenerational Wealth*,2007,Sociological inquiry,Michael E. Hodge,3,Albert Einstein College of Medicine,7,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,"Peace, justice, and strong institutions, Reduced inequalities",https://doi.org/10.1111/j.1475-682x.2007.00176.x,31,5,Case Study,Very Large,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,84,Cluster_1
,"Neighborhood & Physical Environment	",Playgrounds,Support,Support Systems,,"Race, Space, and Struggles for Mobility: Transportation Impacts on African Americans in Oakland and the East Bay",2013,Urban geography,Aaron Golub,3,Portland State University,124,article,Environmental Justice and Inequality in Urban Development,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.1080/02723638.2013.778598,36,102,Content Analysis ,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,86,Cluster_1
,"Neighborhood & Physical Environment	",Playgrounds,Vocational Training,Exposure to Violence / Trauma,,The New Suburbanites: Race and Housing in the Suburbs,1982,Economic geography,Risa Palm,2,Georgia State University,154,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.2307/143462,,30,Case Study,Large,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,91,Cluster_1
,"Neighborhood & Physical Environment	",Playgrounds,Vocational Training,Support Systems,,Racial Democracy and the Black Metropolis,2012,,Preston H. Smith,1,Mount Holyoke College,32,book,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.5749/minnesota/9780816637027.001.0001,,28,Survey ,Large,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,99,Cluster_1
,"Neighborhood & Physical Environment	",Transportation,Debt,Stress,,Racial Inequity and Homelessness: Findings from the SPARC Study,2021,The annals of the American Academy of Political and Social Science/The Annals,Jeffrey Olivet,8,Center For Social Innovation,16,article,Impact of Homelessness on Health and Well-being,General Health Professions,Health Professions,Health Sciences,No poverty,https://doi.org/10.1177/0002716221991040,26,39,Longitudinal Study,Very Small,High Harm (Highly Determinative of Health/Wealth),High Harm - National Population,76,Cluster_1
,"Neighborhood & Physical Environment	",Transportation,Early Childhood,Stress,,Neighborhood Characteristics and Expectations of Racially Discriminatory Experiences Among African American Adolescents,2016,Child development,Dawn P. Witherspoon,3,Pennsylvania State University,84,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1111/cdev.12595,32,20,Interview,Very Small,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,87,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Medical Bills,Social Integration,,Neighborhood racial discrimination and the development of major depression.,2018,Journal of abnormal psychology,Daniel W. Russell,5,Iowa State University,184,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1037/abn0000336,30,31,Case Study,Large,High Harm (Highly Determinative of Health/Wealth),High Harm - National Population,78,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Vocational Training,Community Engagement,,Homelessness and discrimination among US adults: the role of intersectionality,2021,Journal of social distress and the homeless,,5,"California State University, San Bernardino",10,article,Impact of Homelessness on Health and Well-being,General Health Professions,Health Professions,Health Sciences,Gender equality,https://doi.org/10.1080/10530789.2021.1935650,64,19,Controlled Expirement,Very Large,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,79,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Employment,Community Engagement,,"Race, Gender, and Statistical Representation: Predatory Mortgage Lending and the US Community Reinvestment Movement",2007,Environment & planning. A,Elvin Wyly,4,University of British Columbia,140,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Reduced inequalities,https://doi.org/10.1068/a38224,53,40,Controlled Expirement,Very Small,High Harm (Highly Determinative of Health/Wealth),High Harm - National Population,80,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Medical Bills,Food Security,,Sorting or Steering: The Effects of Housing Discrimination on Neighborhood Choice,2022,Journal of political economy,Peter Christensen,2,University of Illinois Urbana-Champaign,289,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1086/720140,54,5,Focus Group,Very Large,Medium Harm (Semi-Determinative of Health/Wealth),Lower Harm - Local Groups,90,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Literacy,Support Systems,,The Political Economy of State Fair Housing Laws before 1968,2006,Social science history,William J. Collins,1,Stanford University,,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,"Peace, justice, and strong institutions, Reduced inequalities",https://doi.org/10.1017/s0145553200013377,43,24,Case Study,Large,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,96,Cluster_1
,"Neighborhood & Physical Environment	",Walkability,Literacy,Access to Healthy Options,,The Subprime Crisis and African Americans,2010,The Review of Black political economy/Review of Black political economy,Sandra Phillips,1,Syracuse University,9,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Reduced inequalities,https://doi.org/10.1007/s12114-010-9078-7,6,14,Content Analysis ,Very Small,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,98,Cluster_1
